Symbol,FromDate,TradingHours
M,1900-01-01,000000,040000,213000,235959,040000
MA,1900-01-01,000000,040000,213000,235959,040000
MAC,1900-01-01,000000,040000,213000,235959,040000
MAR,1900-01-01,000000,040000,213000,235959,040000
MAS,1900-01-01,000000,040000,213000,235959,040000
MAT,1900-01-01,000000,040000,213000,235959,040000
MBB,1900-01-01,000000,040000,213000,235959,040000
MCD,1900-01-01,000000,040000,213000,235959,040000
MCHP,1900-01-01,000000,040000,213000,235959,040000
MCK,1900-01-01,000000,040000,213000,235959,040000
MCO,1900-01-01,000000,040000,213000,235959,040000
MDLZ,1900-01-01,000000,040000,213000,235959,040000
MDT,1900-01-01,000000,040000,213000,235959,040000
MDY,1900-01-01,000000,040000,213000,235959,040000
MET,1900-01-01,000000,040000,213000,235959,040000
MHFI,1900-01-01,000000,040000,213000,235959,040000
MHK,1900-01-01,000000,040000,213000,235959,040000
MJN,1900-01-01,000000,040000,213000,235959,040000
MKC,1900-01-01,000000,040000,213000,235959,040000
MLM,1900-01-01,000000,040000,213000,235959,040000
MMC,1900-01-01,000000,040000,213000,235959,040000
MMM,1900-01-01,000000,040000,213000,235959,040000
MNK,1900-01-01,000000,040000,213000,235959,040000
MNST,1900-01-01,000000,040000,213000,235959,040000
MO,1900-01-01,000000,040000,213000,235959,040000
MON,1900-01-01,000000,040000,213000,235959,040000
MOS,1900-01-01,000000,040000,213000,235959,040000
MPC,1900-01-01,000000,040000,213000,235959,040000
MRK,1900-01-01,000000,040000,213000,235959,040000
MRO,1900-01-01,000000,040000,213000,235959,040000
MS,1900-01-01,000000,040000,213000,235959,040000
MSFT,1900-01-01,000000,040000,213000,235959,040000
MSI,1900-01-01,000000,040000,213000,235959,040000
MTB,1900-01-01,000000,040000,213000,235959,040000
MU,1900-01-01,000000,040000,213000,235959,040000
MUR,1900-01-01,000000,040000,213000,235959,040000
MWD,1900-01-01,000000,040000,213000,235959,040000
MYL,1900-01-01,000000,040000,213000,235959,040000
NAVI,1900-01-01,000000,040000,213000,235959,040000
NBL,1900-01-01,000000,040000,213000,235959,040000
NDAQ,1900-01-01,000000,040000,213000,235959,040000
NEE,1900-01-01,000000,040000,213000,235959,040000
NEM,1900-01-01,000000,040000,213000,235959,040000
NFLX,1900-01-01,000000,040000,213000,235959,040000
NFX,1900-01-01,000000,040000,213000,235959,040000
NI,1900-01-01,000000,040000,213000,235959,040000
NKE,1900-01-01,000000,040000,213000,235959,040000
NLSN,1900-01-01,000000,040000,213000,235959,040000
NOC,1900-01-01,000000,040000,213000,235959,040000
NOV,1900-01-01,000000,040000,213000,235959,040000
NRG,1900-01-01,000000,040000,213000,235959,040000
NSC,1900-01-01,000000,040000,213000,235959,040000
NTAP,1900-01-01,000000,040000,213000,235959,040000
NTRS,1900-01-01,000000,040000,213000,235959,040000
NUE,1900-01-01,000000,040000,213000,235959,040000
NVDA,1900-01-01,000000,040000,213000,235959,040000
NVS,1900-01-01,000000,040000,213000,235959,040000
NWL,1900-01-01,000000,040000,213000,235959,040000
NWS,1900-01-01,000000,040000,213000,235959,040000
NWSA,1900-01-01,000000,040000,213000,235959,040000
NXPI,1900-01-01,000000,040000,213000,235959,040000
O,1900-01-01,000000,040000,213000,235959,040000
OI,1900-01-01,000000,040000,213000,235959,040000
OIH,1900-01-01,000000,040000,213000,235959,040000
OIL,1900-01-01,000000,040000,213000,235959,040000
OKE,1900-01-01,000000,040000,213000,235959,040000
OMC,1900-01-01,000000,040000,213000,235959,040000
ORCL,1900-01-01,000000,040000,213000,235959,040000
ORLY,1900-01-01,000000,040000,213000,235959,040000
OXY,1900-01-01,000000,040000,213000,235959,040000
