Symbol,FromDate,TradingHours
00902,1900-01-01,093000,120000,130000,160000,160000
00914,1900-01-01,093000,120000,130000,160000,160000
00916,1900-01-01,093000,120000,130000,160000,160000
00939,1900-01-01,093000,120000,130000,160000,160000
00939,1900-01-01,093000,120000,130000,160000,160000
00941,1900-01-01,093000,120000,130000,160000,160000
00992,1900-01-01,093000,120000,130000,160000,160000
00998,1900-01-01,093000,120000,130000,160000,160000
01038,1900-01-01,093000,120000,130000,160000,160000
01044,1900-01-01,093000,120000,130000,160000,160000
01088,1900-01-01,093000,120000,130000,160000,160000
01088,1900-01-01,093000,120000,130000,160000,160000
01099,1900-01-01,093000,120000,130000,160000,160000
01109,1900-01-01,093000,120000,130000,160000,160000
01113,1900-01-01,093000,120000,130000,160000,160000
01211,1900-01-01,093000,120000,130000,160000,160000
01288,1900-01-01,093000,120000,130000,160000,160000
01299,1900-01-01,093000,120000,130000,160000,160000
01336,1900-01-01,093000,120000,130000,160000,160000
01339,1900-01-01,093000,120000,130000,160000,160000
01359,1900-01-01,093000,120000,130000,160000,160000
01398,1900-01-01,093000,120000,130000,160000,160000
01398,1900-01-01,093000,120000,130000,160000,160000
01766,1900-01-01,093000,120000,130000,160000,160000
01776,1900-01-01,093000,120000,130000,160000,160000
01800,1900-01-01,093000,120000,130000,160000,160000
01816,1900-01-01,093000,120000,130000,160000,160000
01880,1900-01-01,093000,120000,130000,160000,160000
01928,1900-01-01,093000,120000,130000,160000,160000
01988,1900-01-01,093000,120000,130000,160000,160000
02202,1900-01-01,093000,120000,130000,160000,160000
02318,1900-01-01,093000,120000,130000,160000,160000
02318,1900-01-01,093000,120000,130000,160000,160000
02319,1900-01-01,093000,120000,130000,160000,160000
02328,1900-01-01,093000,120000,130000,160000,160000
02333,1900-01-01,093000,120000,130000,160000,160000
02388,1900-01-01,093000,120000,130000,160000,160000
02601,1900-01-01,093000,120000,130000,160000,160000
02628,1900-01-01,093000,120000,130000,160000,160000
02628,1900-01-01,093000,120000,130000,160000,160000
02883,1900-01-01,093000,120000,130000,160000,160000
03323,1900-01-01,093000,120000,130000,160000,160000
03328,1900-01-01,093000,120000,130000,160000,160000
03328,1900-01-01,093000,120000,130000,160000,160000
03699,1900-01-01,093000,120000,130000,160000,160000
03968,1900-01-01,093000,120000,130000,160000,160000
03988,1900-01-01,093000,120000,130000,160000,160000
03988,1900-01-01,093000,120000,130000,160000,160000
06030,1900-01-01,093000,120000,130000,160000,160000
06837,1900-01-01,093000,120000,130000,160000,160000
06886,1900-01-01,093000,120000,130000,160000,160000
